amount,merchantName,transactionType,paymentMethod,deviceType,location,currency,hourOfDay,isWeekend,fraud
38120,Amazon India,Withdrawal,Wallet,Mobile,Chennai,INR,2,0,1
17376,Zomato,Transfer,Debit Card,Tablet,Delhi,INR,18,1,1
17432,Zomato,Purchase,Net Banking,Desktop,Hyderabad,INR,6,1,0
39534,Amazon India,Deposit,Credit Card,Desktop,Chennai,INR,19,1,1
23098,Myntra,Withdrawal,Debit Card,Mobile,Delhi,INR,22,0,0
47271,Swiggy,Deposit,Wallet,Desktop,Hyderabad,INR,12,1,1
10876,Myntra,Deposit,Wallet,Desktop,Mumbai,INR,5,0,0
43783,Myntra,Withdrawal,Credit Card,Tablet,Mumbai,INR,19,0,1
24416,Flipkart,Withdrawal,Wallet,Mobile,Bangalore,INR,14,1,0
44876,Zomato,Deposit,Debit Card,Desktop,Delhi,INR,4,1,1
42666,Zomato,Purchase,Wallet,Mobile,Hyderabad,INR,21,0,0
37812,Flipkart,Deposit,Debit Card,Mobile,Hyderabad,INR,17,1,0
24846,Flipkart,Purchase,Debit Card,Tablet,Hyderabad,INR,21,1,0
25146,Swiggy,Withdrawal,Net Banking,Mobile,Mumbai,INR,7,1,0
22338,Swiggy,Purchase,Wallet,Mobile,Bangalore,INR,1,1,0
34334,Flipkart,Withdrawal,Debit Card,Desktop,Chennai,INR,2,1,1
35700,Amazon India,Deposit,Debit Card,Tablet,Delhi,INR,20,0,0
42186,Amazon India,Transfer,Wallet,Mobile,Delhi,INR,1,0,1
39317,Amazon India,Withdrawal,UPI,Tablet,Hyderabad,INR,9,1,0
15889,Reliance Digital,Deposit,Debit Card,Mobile,Mumbai,INR,19,1,0
19129,Myntra,Purchase,Net Banking,Desktop,Bangalore,INR,9,1,0
8041,Reliance Digital,Purchase,Credit Card,Tablet,Hyderabad,INR,9,1,0
13824,Flipkart,Withdrawal,Wallet,Tablet,Chennai,INR,4,1,1
34471,Swiggy,Deposit,Wallet,Desktop,Chennai,INR,4,1,1
1051,Reliance Digital,Transfer,Wallet,Mobile,Mumbai,INR,21,0,0
25772,Swiggy,Transfer,Credit Card,Desktop,Mumbai,INR,19,1,1
30551,Myntra,Purchase,Debit Card,Desktop,Delhi,INR,6,1,1
16737,Myntra,Deposit,Debit Card,Mobile,Chennai,INR,13,0,0
16016,Amazon India,Transfer,Credit Card,Desktop,Hyderabad,INR,18,1,0
31122,Amazon India,Purchase,Net Banking,Mobile,Mumbai,INR,0,1,1
9357,Swiggy,Transfer,UPI,Tablet,Bangalore,INR,9,1,0
8401,Zomato,Transfer,Net Banking,Desktop,Bangalore,INR,21,1,1
41092,Myntra,Withdrawal,Debit Card,Desktop,Mumbai,INR,21,0,1
17915,Myntra,Purchase,Credit Card,Desktop,Mumbai,INR,8,1,1
37473,Myntra,Deposit,UPI,Tablet,Hyderabad,INR,5,0,1
34242,Amazon India,Transfer,UPI,Tablet,Bangalore,INR,14,0,1
45895,Swiggy,Transfer,UPI,Desktop,Delhi,INR,7,0,1
45819,Reliance Digital,Transfer,Credit Card,Tablet,Chennai,INR,18,0,1
49580,Swiggy,Purchase,Credit Card,Mobile,Mumbai,INR,23,1,1
35785,Swiggy,Transfer,UPI,Desktop,Delhi,INR,1,0,1
35015,Flipkart,Purchase,Net Banking,Desktop,Hyderabad,INR,12,0,1
38922,Myntra,Withdrawal,Wallet,Mobile,Bangalore,INR,21,0,0
33440,Amazon India,Transfer,Net Banking,Tablet,Hyderabad,INR,22,1,1
37971,Myntra,Transfer,Wallet,Desktop,Delhi,INR,11,0,1
35854,Flipkart,Withdrawal,Net Banking,Mobile,Chennai,INR,5,1,0
7074,Myntra,Transfer,Credit Card,Mobile,Bangalore,INR,10,1,1
26102,Amazon India,Withdrawal,Debit Card,Mobile,Hyderabad,INR,18,0,0
15049,Zomato,Deposit,Debit Card,Mobile,Delhi,INR,15,1,0
38898,Reliance Digital,Transfer,Wallet,Tablet,Bangalore,INR,1,0,1
34358,Zomato,Transfer,Net Banking,Mobile,Hyderabad,INR,3,1,1
24888,Reliance Digital,Purchase,Net Banking,Desktop,Chennai,INR,13,1,0
2229,Amazon India,Withdrawal,Net Banking,Mobile,Delhi,INR,19,1,0
28957,Swiggy,Purchase,Wallet,Tablet,Delhi,INR,5,1,0
10890,Myntra,Transfer,Credit Card,Mobile,Bangalore,INR,9,1,1
19506,Reliance Digital,Withdrawal,Credit Card,Mobile,Chennai,INR,15,0,0
37720,Swiggy,Transfer,Wallet,Mobile,Chennai,INR,3,1,1
39649,Flipkart,Deposit,Wallet,Tablet,Hyderabad,INR,4,0,1
32956,Flipkart,Deposit,Credit Card,Tablet,Mumbai,INR,19,1,1
29028,Myntra,Withdrawal,Net Banking,Mobile,Chennai,INR,18,0,0
21693,Zomato,Withdrawal,Credit Card,Desktop,Bangalore,INR,17,1,0
49715,Swiggy,Transfer,Net Banking,Tablet,Mumbai,INR,19,1,1
28096,Myntra,Purchase,Net Banking,Desktop,Mumbai,INR,0,1,0
17815,Flipkart,Purchase,Wallet,Tablet,Chennai,INR,23,0,0
27981,Myntra,Transfer,Credit Card,Mobile,Chennai,INR,5,0,0
25669,Reliance Digital,Purchase,Wallet,Tablet,Chennai,INR,1,1,1
32248,Flipkart,Deposit,Debit Card,Desktop,Mumbai,INR,0,0,1
16956,Swiggy,Deposit,Debit Card,Desktop,Bangalore,INR,3,0,0
11819,Amazon India,Deposit,Credit Card,Desktop,Hyderabad,INR,10,1,1
48748,Myntra,Deposit,UPI,Tablet,Mumbai,INR,18,0,0
7202,Reliance Digital,Withdrawal,Debit Card,Mobile,Hyderabad,INR,2,1,0
47969,Swiggy,Deposit,Credit Card,Mobile,Hyderabad,INR,10,1,0
18018,Myntra,Purchase,Net Banking,Mobile,Bangalore,INR,5,0,0
21785,Amazon India,Purchase,Credit Card,Tablet,Mumbai,INR,13,1,0
8599,Myntra,Withdrawal,Credit Card,Desktop,Bangalore,INR,13,0,0
25260,Swiggy,Deposit,Net Banking,Mobile,Delhi,INR,17,1,0
6659,Reliance Digital,Deposit,Debit Card,Tablet,Bangalore,INR,22,1,0
38299,Zomato,Withdrawal,Net Banking,Desktop,Bangalore,INR,5,0,0
22514,Flipkart,Transfer,UPI,Mobile,Bangalore,INR,23,1,0
12911,Reliance Digital,Withdrawal,Net Banking,Tablet,Delhi,INR,23,1,0
7098,Myntra,Deposit,Credit Card,Desktop,Chennai,INR,21,1,0
17940,Amazon India,Transfer,UPI,Tablet,Hyderabad,INR,17,1,0
14560,Flipkart,Withdrawal,Credit Card,Tablet,Bangalore,INR,20,0,0
22488,Myntra,Transfer,Debit Card,Tablet,Chennai,INR,9,1,0
41946,Amazon India,Transfer,Debit Card,Mobile,Bangalore,INR,15,0,1
16579,Amazon India,Withdrawal,Credit Card,Mobile,Delhi,INR,19,0,0
40168,Flipkart,Transfer,Debit Card,Mobile,Bangalore,INR,3,0,1
45595,Flipkart,Transfer,Wallet,Desktop,Bangalore,INR,5,0,1
34383,Amazon India,Transfer,UPI,Mobile,Delhi,INR,15,1,1
48176,Amazon India,Transfer,Wallet,Desktop,Mumbai,INR,3,1,1
17368,Zomato,Withdrawal,Wallet,Mobile,Bangalore,INR,22,0,0
34152,Swiggy,Deposit,Credit Card,Mobile,Chennai,INR,19,0,0
4335,Amazon India,Deposit,Wallet,Tablet,Bangalore,INR,11,1,0
2974,Zomato,Deposit,Credit Card,Mobile,Hyderabad,INR,0,0,0
24958,Flipkart,Purchase,Credit Card,Tablet,Chennai,INR,3,0,0
13279,Myntra,Purchase,Debit Card,Tablet,Hyderabad,INR,0,1,0
14598,Swiggy,Withdrawal,UPI,Tablet,Mumbai,INR,1,1,1
25662,Reliance Digital,Transfer,Wallet,Mobile,Chennai,INR,13,1,0
32678,Reliance Digital,Deposit,Credit Card,Desktop,Hyderabad,INR,22,0,1
1485,Flipkart,Deposit,UPI,Tablet,Hyderabad,INR,19,1,0
38043,Zomato,Transfer,Wallet,Tablet,Hyderabad,INR,9,1,0
12707,Swiggy,Purchase,Net Banking,Desktop,Chennai,INR,23,0,0
17809,Reliance Digital,Transfer,UPI,Tablet,Hyderabad,INR,0,0,1
33795,Zomato,Withdrawal,Net Banking,Mobile,Chennai,INR,22,0,0
44711,Swiggy,Deposit,Debit Card,Mobile,Delhi,INR,1,1,1
45840,Swiggy,Purchase,Credit Card,Mobile,Delhi,INR,0,0,1
34872,Zomato,Withdrawal,Wallet,Tablet,Bangalore,INR,23,1,0
6224,Zomato,Deposit,Wallet,Desktop,Hyderabad,INR,22,1,0
11801,Amazon India,Withdrawal,Credit Card,Mobile,Delhi,INR,22,0,0
19946,Myntra,Transfer,UPI,Mobile,Mumbai,INR,10,1,0
27877,Flipkart,Purchase,Credit Card,Tablet,Hyderabad,INR,11,1,0
34570,Reliance Digital,Withdrawal,Credit Card,Desktop,Chennai,INR,2,1,1
22887,Flipkart,Purchase,Net Banking,Mobile,Mumbai,INR,0,1,0
23432,Zomato,Deposit,UPI,Desktop,Bangalore,INR,10,0,0
28804,Swiggy,Purchase,Wallet,Tablet,Mumbai,INR,8,0,0
42289,Reliance Digital,Transfer,UPI,Desktop,Bangalore,INR,7,0,1
9870,Myntra,Purchase,Wallet,Tablet,Delhi,INR,12,0,0
40934,Amazon India,Transfer,Wallet,Desktop,Chennai,INR,6,1,1
20780,Myntra,Deposit,Credit Card,Tablet,Mumbai,INR,16,0,0
13016,Amazon India,Withdrawal,Net Banking,Tablet,Bangalore,INR,14,1,0
14713,Amazon India,Withdrawal,Net Banking,Mobile,Bangalore,INR,18,1,0
8624,Amazon India,Purchase,UPI,Desktop,Chennai,INR,22,1,0
13077,Amazon India,Transfer,Credit Card,Mobile,Mumbai,INR,1,1,1
27315,Flipkart,Withdrawal,Net Banking,Mobile,Delhi,INR,23,0,0
17054,Myntra,Deposit,Net Banking,Mobile,Hyderabad,INR,4,0,0
26170,Amazon India,Deposit,Wallet,Tablet,Chennai,INR,23,0,0
27806,Zomato,Transfer,Debit Card,Desktop,Hyderabad,INR,6,1,0
44036,Amazon India,Deposit,Credit Card,Desktop,Chennai,INR,0,0,1
48936,Amazon India,Deposit,Net Banking,Mobile,Hyderabad,INR,7,0,0
49110,Reliance Digital,Deposit,Net Banking,Mobile,Mumbai,INR,0,0,1
2207,Flipkart,Deposit,Wallet,Tablet,Chennai,INR,7,0,0
4012,Zomato,Purchase,Net Banking,Tablet,Hyderabad,INR,20,0,0
47445,Flipkart,Transfer,UPI,Desktop,Chennai,INR,16,0,1
9015,Reliance Digital,Withdrawal,Net Banking,Tablet,Hyderabad,INR,12,0,0
40200,Zomato,Deposit,Credit Card,Tablet,Chennai,INR,15,1,1
8209,Zomato,Transfer,Credit Card,Mobile,Hyderabad,INR,22,0,0
42175,Swiggy,Purchase,Debit Card,Desktop,Bangalore,INR,13,0,1
10288,Amazon India,Withdrawal,Net Banking,Mobile,Delhi,INR,23,0,0
45514,Swiggy,Purchase,UPI,Tablet,Hyderabad,INR,0,0,1
40861,Myntra,Transfer,Debit Card,Tablet,Chennai,INR,17,0,0
48352,Amazon India,Withdrawal,Net Banking,Mobile,Delhi,INR,3,0,1
13935,Swiggy,Deposit,UPI,Mobile,Chennai,INR,4,1,1
36048,Zomato,Withdrawal,Debit Card,Desktop,Hyderabad,INR,22,0,0
34568,Reliance Digital,Deposit,UPI,Desktop,Bangalore,INR,1,1,1
18385,Amazon India,Deposit,Credit Card,Mobile,Delhi,INR,9,0,0
48595,Flipkart,Transfer,Wallet,Tablet,Chennai,INR,22,0,1
47172,Flipkart,Purchase,Debit Card,Tablet,Chennai,INR,1,1,1
15269,Zomato,Transfer,Credit Card,Mobile,Delhi,INR,5,0,0
22262,Flipkart,Purchase,Net Banking,Tablet,Chennai,INR,0,1,0
31655,Zomato,Withdrawal,Credit Card,Mobile,Hyderabad,INR,12,0,0
19241,Reliance Digital,Withdrawal,Debit Card,Mobile,Mumbai,INR,19,1,0
23180,Swiggy,Deposit,Debit Card,Tablet,Chennai,INR,15,0,0
40780,Myntra,Withdrawal,UPI,Desktop,Delhi,INR,9,1,1
21010,Myntra,Purchase,Credit Card,Mobile,Hyderabad,INR,13,0,0
13321,Flipkart,Purchase,Wallet,Tablet,Hyderabad,INR,8,1,0
32577,Swiggy,Purchase,UPI,Desktop,Mumbai,INR,19,0,0
20554,Zomato,Transfer,UPI,Desktop,Chennai,INR,3,0,1
26303,Myntra,Deposit,Net Banking,Mobile,Delhi,INR,4,1,0
3202,Zomato,Deposit,Credit Card,Tablet,Delhi,INR,2,0,0
15038,Swiggy,Deposit,Net Banking,Tablet,Chennai,INR,17,0,0
13934,Amazon India,Withdrawal,Net Banking,Tablet,Mumbai,INR,12,1,0
1486,Swiggy,Deposit,Wallet,Desktop,Delhi,INR,15,1,0
10938,Myntra,Transfer,Debit Card,Tablet,Hyderabad,INR,23,0,0
46745,Flipkart,Deposit,Net Banking,Tablet,Hyderabad,INR,2,0,1
32391,Myntra,Withdrawal,Wallet,Desktop,Bangalore,INR,6,0,0
26656,Myntra,Purchase,Wallet,Desktop,Mumbai,INR,20,1,0
42083,Flipkart,Deposit,Net Banking,Desktop,Chennai,INR,14,0,0
40695,Zomato,Purchase,Wallet,Desktop,Chennai,INR,2,1,1
25257,Zomato,Transfer,Debit Card,Desktop,Chennai,INR,0,1,1
45428,Reliance Digital,Transfer,Wallet,Tablet,Delhi,INR,19,1,1
38171,Amazon India,Withdrawal,Debit Card,Tablet,Delhi,INR,6,0,0
26062,Zomato,Deposit,UPI,Desktop,Delhi,INR,23,1,0
12635,Amazon India,Transfer,Credit Card,Desktop,Hyderabad,INR,9,0,1
12134,Myntra,Withdrawal,Credit Card,Desktop,Chennai,INR,18,0,0
41128,Reliance Digital,Transfer,UPI,Tablet,Chennai,INR,6,0,1
11827,Swiggy,Withdrawal,Debit Card,Mobile,Hyderabad,INR,12,0,0
16683,Zomato,Purchase,UPI,Tablet,Hyderabad,INR,21,0,0
8299,Flipkart,Deposit,Credit Card,Mobile,Delhi,INR,8,1,0
17344,Amazon India,Deposit,Wallet,Desktop,Hyderabad,INR,13,0,0
17106,Swiggy,Purchase,Net Banking,Desktop,Mumbai,INR,14,0,0
30935,Reliance Digital,Transfer,Wallet,Mobile,Chennai,INR,6,1,1
42692,Myntra,Deposit,UPI,Desktop,Hyderabad,INR,18,0,0
19585,Swiggy,Deposit,Debit Card,Mobile,Bangalore,INR,19,1,0
15196,Swiggy,Withdrawal,UPI,Mobile,Mumbai,INR,15,1,0
5719,Flipkart,Deposit,Net Banking,Desktop,Bangalore,INR,17,0,0
30123,Reliance Digital,Deposit,Wallet,Tablet,Hyderabad,INR,13,1,1
23750,Reliance Digital,Purchase,Wallet,Mobile,Chennai,INR,1,0,0
15989,Reliance Digital,Transfer,UPI,Tablet,Mumbai,INR,6,0,0
15365,Amazon India,Withdrawal,Debit Card,Tablet,Mumbai,INR,5,0,0
28789,Reliance Digital,Purchase,Debit Card,Mobile,Hyderabad,INR,6,1,0
14453,Reliance Digital,Purchase,UPI,Mobile,Delhi,INR,19,1,0
2312,Flipkart,Transfer,Debit Card,Mobile,Bangalore,INR,7,1,0
15846,Amazon India,Transfer,UPI,Mobile,Hyderabad,INR,21,0,0
25080,Zomato,Transfer,Wallet,Desktop,Delhi,INR,8,0,0
9797,Amazon India,Withdrawal,UPI,Mobile,Chennai,INR,23,0,0
24785,Swiggy,Purchase,Net Banking,Mobile,Hyderabad,INR,0,1,0
25274,Zomato,Deposit,Wallet,Mobile,Hyderabad,INR,13,1,0
11815,Zomato,Deposit,Credit Card,Mobile,Hyderabad,INR,15,1,0
928,Swiggy,Withdrawal,Credit Card,Mobile,Chennai,INR,0,1,1
21680,Zomato,Purchase,UPI,Mobile,Bangalore,INR,5,0,0
44416,Amazon India,Purchase,Credit Card,Desktop,Delhi,INR,19,1,1
33405,Flipkart,Transfer,Wallet,Desktop,Delhi,INR,19,1,1
9892,Flipkart,Deposit,Credit Card,Mobile,Delhi,INR,4,0,0
18718,Swiggy,Purchase,UPI,Desktop,Chennai,INR,6,0,0
43205,Myntra,Withdrawal,Wallet,Mobile,Chennai,INR,7,0,0
2713,Zomato,Transfer,Wallet,Desktop,Mumbai,INR,0,1,1
1879,Amazon India,Deposit,UPI,Mobile,Hyderabad,INR,23,0,0
39699,Myntra,Withdrawal,UPI,Mobile,Delhi,INR,19,0,0
24632,Reliance Digital,Withdrawal,Net Banking,Mobile,Mumbai,INR,15,1,0
46494,Myntra,Purchase,Net Banking,Mobile,Chennai,INR,1,0,1
43513,Swiggy,Deposit,Net Banking,Desktop,Hyderabad,INR,14,0,0
31713,Zomato,Transfer,UPI,Desktop,Mumbai,INR,12,1,1
49682,Swiggy,Transfer,UPI,Mobile,Chennai,INR,13,0,0
7263,Reliance Digital,Withdrawal,Credit Card,Mobile,Delhi,INR,16,1,0
1203,Flipkart,Deposit,UPI,Desktop,Mumbai,INR,2,0,0
932,Flipkart,Transfer,UPI,Desktop,Delhi,INR,20,0,0
40705,Reliance Digital,Purchase,UPI,Tablet,Chennai,INR,8,1,0
2460,Amazon India,Withdrawal,Net Banking,Tablet,Bangalore,INR,13,1,0
9425,Amazon India,Withdrawal,Credit Card,Tablet,Delhi,INR,14,1,0
45927,Swiggy,Deposit,Net Banking,Tablet,Mumbai,INR,16,0,0
49257,Flipkart,Transfer,Debit Card,Tablet,Chennai,INR,21,1,1
20644,Reliance Digital,Withdrawal,UPI,Desktop,Delhi,INR,14,0,0
27185,Myntra,Transfer,Net Banking,Mobile,Delhi,INR,2,0,0
1676,Zomato,Withdrawal,Credit Card,Mobile,Bangalore,INR,5,1,0
15255,Zomato,Deposit,UPI,Mobile,Bangalore,INR,17,1,0
33962,Zomato,Transfer,Wallet,Mobile,Bangalore,INR,3,0,1
23898,Amazon India,Purchase,Debit Card,Mobile,Chennai,INR,3,1,0
5822,Swiggy,Deposit,Wallet,Tablet,Bangalore,INR,14,0,0
47443,Myntra,Withdrawal,UPI,Mobile,Mumbai,INR,5,0,0
41674,Swiggy,Withdrawal,Credit Card,Tablet,Delhi,INR,9,0,0
15481,Amazon India,Deposit,Credit Card,Tablet,Chennai,INR,15,0,0
49703,Amazon India,Transfer,Net Banking,Desktop,Bangalore,INR,5,1,1
45792,Swiggy,Deposit,Debit Card,Desktop,Delhi,INR,12,1,0
28646,Amazon India,Transfer,UPI,Mobile,Chennai,INR,17,1,0
32901,Myntra,Withdrawal,Debit Card,Mobile,Hyderabad,INR,14,0,0
22519,Reliance Digital,Transfer,UPI,Mobile,Chennai,INR,23,1,0
6828,Amazon India,Withdrawal,UPI,Tablet,Bangalore,INR,15,0,0
13174,Flipkart,Transfer,Wallet,Desktop,Hyderabad,INR,15,1,1
22688,Zomato,Purchase,UPI,Mobile,Mumbai,INR,9,1,0
13341,Reliance Digital,Deposit,UPI,Mobile,Hyderabad,INR,10,1,0
2531,Reliance Digital,Transfer,UPI,Mobile,Bangalore,INR,10,1,0
28529,Swiggy,Withdrawal,Wallet,Desktop,Hyderabad,INR,9,1,0
9081,Zomato,Purchase,Credit Card,Mobile,Bangalore,INR,1,1,1
40016,Myntra,Deposit,UPI,Mobile,Hyderabad,INR,17,1,1
22735,Reliance Digital,Purchase,Wallet,Tablet,Mumbai,INR,4,1,0
7408,Myntra,Withdrawal,Wallet,Mobile,Hyderabad,INR,13,0,0
22849,Myntra,Withdrawal,Wallet,Tablet,Delhi,INR,14,0,0
12849,Reliance Digital,Withdrawal,Credit Card,Tablet,Delhi,INR,12,0,0
30960,Zomato,Withdrawal,UPI,Mobile,Hyderabad,INR,12,1,0
44688,Reliance Digital,Purchase,Net Banking,Tablet,Bangalore,INR,23,1,0
1852,Flipkart,Transfer,Wallet,Tablet,Delhi,INR,8,0,0
5188,Amazon India,Purchase,UPI,Desktop,Delhi,INR,21,0,0
28106,Amazon India,Purchase,Credit Card,Tablet,Mumbai,INR,13,1,0
4350,Amazon India,Deposit,Debit Card,Mobile,Mumbai,INR,3,0,0
3509,Zomato,Purchase,Net Banking,Tablet,Delhi,INR,1,1,0
39800,Myntra,Withdrawal,Wallet,Tablet,Chennai,INR,13,0,0
31447,Reliance Digital,Purchase,Credit Card,Mobile,Chennai,INR,11,0,1
21693,Zomato,Deposit,Debit Card,Tablet,Bangalore,INR,8,1,0
37209,Reliance Digital,Withdrawal,UPI,Desktop,Hyderabad,INR,9,1,1
46088,Amazon India,Transfer,UPI,Desktop,Chennai,INR,22,1,1
6814,Zomato,Withdrawal,Credit Card,Mobile,Hyderabad,INR,7,0,0
21174,Flipkart,Deposit,Wallet,Tablet,Hyderabad,INR,6,0,0
35694,Myntra,Purchase,Net Banking,Desktop,Chennai,INR,21,0,0
45786,Reliance Digital,Withdrawal,Net Banking,Tablet,Mumbai,INR,20,0,0
17437,Amazon India,Withdrawal,Credit Card,Desktop,Bangalore,INR,2,1,1
30371,Reliance Digital,Deposit,Credit Card,Desktop,Mumbai,INR,21,0,0
47707,Flipkart,Deposit,Debit Card,Tablet,Bangalore,INR,7,0,0
28942,Flipkart,Purchase,Wallet,Mobile,Hyderabad,INR,13,1,0
34761,Amazon India,Withdrawal,UPI,Tablet,Delhi,INR,14,0,1
11297,Zomato,Transfer,UPI,Mobile,Bangalore,INR,10,1,0
26012,Flipkart,Deposit,UPI,Desktop,Delhi,INR,15,1,0
17203,Reliance Digital,Deposit,Debit Card,Desktop,Bangalore,INR,23,0,0
44003,Reliance Digital,Withdrawal,Debit Card,Desktop,Bangalore,INR,6,0,0
10154,Swiggy,Purchase,Debit Card,Desktop,Delhi,INR,13,0,0
9505,Myntra,Purchase,Credit Card,Desktop,Hyderabad,INR,6,1,0
5223,Myntra,Withdrawal,Debit Card,Tablet,Delhi,INR,19,0,0
20694,Amazon India,Withdrawal,UPI,Desktop,Bangalore,INR,11,1,0
4492,Zomato,Purchase,Wallet,Mobile,Delhi,INR,8,0,0
44112,Myntra,Withdrawal,Debit Card,Tablet,Chennai,INR,1,0,1
18718,Zomato,Withdrawal,UPI,Desktop,Delhi,INR,9,0,0
38132,Reliance Digital,Transfer,Wallet,Mobile,Mumbai,INR,19,0,1
43174,Myntra,Purchase,Net Banking,Tablet,Mumbai,INR,3,1,1
23400,Swiggy,Deposit,Debit Card,Tablet,Delhi,INR,6,1,0
33891,Zomato,Withdrawal,UPI,Mobile,Mumbai,INR,10,1,0
42563,Swiggy,Deposit,Credit Card,Desktop,Bangalore,INR,8,0,1
21695,Zomato,Transfer,Debit Card,Desktop,Bangalore,INR,14,0,0
37549,Swiggy,Purchase,UPI,Mobile,Delhi,INR,5,1,0
153,Zomato,Withdrawal,Wallet,Tablet,Chennai,INR,2,1,0
43024,Zomato,Withdrawal,Debit Card,Desktop,Delhi,INR,16,0,0
46240,Swiggy,Deposit,Wallet,Tablet,Mumbai,INR,22,1,0
26526,Zomato,Withdrawal,Wallet,Desktop,Bangalore,INR,17,1,0
13203,Flipkart,Withdrawal,UPI,Mobile,Mumbai,INR,12,0,0
13645,Myntra,Purchase,Credit Card,Mobile,Delhi,INR,11,1,0
47287,Myntra,Purchase,Debit Card,Desktop,Hyderabad,INR,2,1,1
9381,Flipkart,Withdrawal,Debit Card,Mobile,Hyderabad,INR,7,1,0
46372,Zomato,Withdrawal,Credit Card,Mobile,Hyderabad,INR,17,0,1
9309,Flipkart,Deposit,Credit Card,Desktop,Chennai,INR,0,1,0
21193,Flipkart,Transfer,Wallet,Tablet,Chennai,INR,14,0,0
22875,Reliance Digital,Transfer,Debit Card,Tablet,Bangalore,INR,9,0,0
4773,Amazon India,Withdrawal,Wallet,Desktop,Chennai,INR,11,0,0
5788,Swiggy,Withdrawal,Credit Card,Desktop,Mumbai,INR,2,1,0
19091,Amazon India,Purchase,Debit Card,Mobile,Delhi,INR,15,1,0
1858,Amazon India,Withdrawal,Debit Card,Desktop,Mumbai,INR,23,1,0
37733,Flipkart,Deposit,UPI,Desktop,Hyderabad,INR,19,1,1
19047,Myntra,Deposit,Net Banking,Desktop,Mumbai,INR,12,0,0
46993,Amazon India,Transfer,Credit Card,Desktop,Hyderabad,INR,2,1,1
9668,Amazon India,Deposit,Wallet,Mobile,Mumbai,INR,13,1,0
42049,Flipkart,Purchase,UPI,Mobile,Delhi,INR,20,1,1
27148,Myntra,Purchase,Debit Card,Mobile,Mumbai,INR,21,0,0
15055,Reliance Digital,Purchase,Wallet,Tablet,Hyderabad,INR,13,0,0
48155,Amazon India,Purchase,Credit Card,Mobile,Delhi,INR,7,1,0
8822,Zomato,Transfer,Net Banking,Desktop,Mumbai,INR,7,0,0
43406,Myntra,Transfer,Debit Card,Mobile,Delhi,INR,10,0,1
32907,Swiggy,Purchase,Credit Card,Mobile,Mumbai,INR,8,1,1
44016,Zomato,Transfer,Wallet,Mobile,Delhi,INR,6,0,1
13301,Amazon India,Transfer,Wallet,Tablet,Hyderabad,INR,1,0,0
42503,Swiggy,Deposit,Credit Card,Mobile,Mumbai,INR,8,0,0
36652,Flipkart,Purchase,Credit Card,Mobile,Mumbai,INR,19,0,1
11947,Myntra,Purchase,Debit Card,Desktop,Hyderabad,INR,9,0,0
25346,Flipkart,Purchase,Debit Card,Mobile,Chennai,INR,18,1,0
39500,Reliance Digital,Purchase,Net Banking,Tablet,Bangalore,INR,8,1,1
30792,Swiggy,Purchase,Net Banking,Mobile,Mumbai,INR,17,1,0
29235,Zomato,Transfer,Net Banking,Tablet,Hyderabad,INR,23,1,1
14119,Myntra,Withdrawal,Wallet,Mobile,Bangalore,INR,4,0,0
37494,Reliance Digital,Withdrawal,Debit Card,Desktop,Chennai,INR,17,0,1
43260,Zomato,Deposit,Debit Card,Tablet,Hyderabad,INR,18,1,1
31696,Flipkart,Withdrawal,Debit Card,Mobile,Chennai,INR,4,0,0
27646,Amazon India,Deposit,Wallet,Mobile,Hyderabad,INR,23,0,0
20641,Amazon India,Purchase,UPI,Desktop,Chennai,INR,4,1,1
44165,Myntra,Deposit,Net Banking,Mobile,Mumbai,INR,2,0,1
46397,Swiggy,Purchase,Debit Card,Tablet,Mumbai,INR,11,1,0
29927,Flipkart,Withdrawal,Wallet,Desktop,Hyderabad,INR,21,1,0
33966,Reliance Digital,Purchase,Debit Card,Mobile,Hyderabad,INR,12,0,1
29683,Reliance Digital,Withdrawal,Net Banking,Tablet,Chennai,INR,22,0,0
26657,Swiggy,Withdrawal,Net Banking,Desktop,Chennai,INR,1,0,0
11604,Myntra,Transfer,Wallet,Mobile,Delhi,INR,12,1,0
30450,Swiggy,Purchase,UPI,Desktop,Chennai,INR,9,1,1
23482,Swiggy,Transfer,Net Banking,Tablet,Hyderabad,INR,1,0,1
33915,Amazon India,Withdrawal,Net Banking,Desktop,Delhi,INR,4,0,1
33817,Zomato,Transfer,Net Banking,Desktop,Bangalore,INR,0,1,1
30353,Zomato,Deposit,Debit Card,Desktop,Bangalore,INR,16,1,1
41192,Amazon India,Purchase,Debit Card,Desktop,Chennai,INR,10,1,0
5980,Reliance Digital,Purchase,Net Banking,Desktop,Delhi,INR,1,1,1
24162,Zomato,Purchase,Wallet,Tablet,Delhi,INR,12,1,0
11922,Amazon India,Withdrawal,Wallet,Tablet,Mumbai,INR,0,0,0
38457,Reliance Digital,Deposit,Net Banking,Desktop,Mumbai,INR,13,0,1
47873,Amazon India,Withdrawal,Debit Card,Desktop,Chennai,INR,23,0,1
1824,Myntra,Withdrawal,Net Banking,Tablet,Chennai,INR,16,0,0
36955,Zomato,Purchase,Debit Card,Tablet,Mumbai,INR,22,1,0
18892,Myntra,Transfer,Wallet,Tablet,Delhi,INR,5,1,0
8270,Zomato,Purchase,Debit Card,Mobile,Hyderabad,INR,16,1,0
17648,Swiggy,Transfer,Credit Card,Desktop,Bangalore,INR,12,0,1
